"key";"subscribe_SO";"terminate_SO";"subscription";"commercial_name";"status";"comments";"incompatible_options";"commercial_dates";"open_hours";"open_days";"bank_holidays_closure";"statistics_id";"subscribe_conditions";"unsubscribe_conditions"
"opt_sms_3";"[OFR25]";"[SNS30,FG30W,FG30U,FG30P,OF1R4,FG30S,FJ30S,FG80M,FG30T,OFR24,OMI03,OFR16,FV30S,OFR14,OFR25]";"cmo";"Option SMS 3E";"open";"no comments";"[]";"always";"always";"always";FALSE;"S30";"none";"none"
"opt_sms_7_5";"[]";"[FGS80,SNS80,FG80E,FG80P,FG80S,FG80T,FJ80S,OFR15,OFR17,OFR18]";"cmo";"Option SMS 7,5E";"open";"no comments";"[]";"always";"always";"always";FALSE;"S80";"none";"none"
"opt_sms_12";"[]";"[FG130,F130S,FK130]";"cmo";"Option SMS 12E";"open";"no comments";"[]";"always";"always";"always";FALSE;130;"none";"none"
"opt_sms_18";"[]";"[FS21C]";"cmo";"Option SMS 18E";"open";"no comments";"[]";"always";"always";"always";FALSE;"S18";"none";"none"
"opt_sms_25";"[]";"[FS30C]";"cmo";"Option SMS 25E";"open";"no comments";"[]";"always";"always";"always";FALSE;"S25";"none";"none"
"opt_OW_10E";"[]";"[CMOR3,CMOR6,CMOR10,CMR19,CMR24,CMR29]";"cmo";"OW 10E";"open";"no comments";"[]";"always";"always";"always";FALSE;"no_counter";"none";"none"
"opt_OW_30E";"[]";"[CMOR8,CMR13,CMR21,CMR26,CMR31]";"cmo";"OW 30E";"open";"no comments";"[]";"always";"always";"always";FALSE;"no_counter";"none";"none"
"opt_report";"[]";"[RPTCM,RPTC1,RPTC2,RPTMG,RPTSM]";"cmo";"Option report";"open";"no comments";"[]";"always";"always";"always";FALSE;"no_counter";"none";"none"
"opt_five_min";"[]";"[HP6N2]";"cmo";"Option encore 5 minutes";"open";"no comments";"[]";"always";"always";"always";FALSE;"no_counter";"none";"none"
"opt_3num_kdo";"[]";"[3NKD1,3NKD2,3NKD3,3NKD5,3NKD6,3NKD9]";"cmo";"Option 3No KDO";"open";"no comments";"[]";"always";"always";"always";FALSE;"no_counter";"none";"none"
"opt_2numpref";"[]";"[HP1N2,HP2N2,HP3N2,HP4N2]";"cmo";"Opt mes 2No preferes";"open";"no comments";"[]";"always";"always";"always";FALSE;"no_counter";"none";"none"
"opt_3num_kdo_sms";"[]";"[O3SM0,O3SM1]";"cmo";"Option 3No KDO SMS";"open";"no comments";"[]";"always";"always";"always";FALSE;"no_counter";"none";"none"
"opt_30_sms_mms";"[FGX30]";"[FGX30]";"cmo";"Option SMS 3E";"open";"no comments";"[]";"always";"always";"always";FALSE;"S30";"none";"none"
"opt_80_sms_mms";"[FGX80]";"[FGX80]";"cmo";"Option SMS 7.5E";"open";"no comments";"[]";"always";"always";"always";FALSE;"S80";"none";"none"
"opt_130_sms_mms";"[FGT12]";"[FGT12]";"cmo";"Option SMS 12E";"open";"no comments";"[]";"always";"always";"always";FALSE;130;"none";"none"
"sms_210";"[]";"[FGT18]";"cmo";"Option SMS 18E";"open";"no comments";"[]";"always";"always";"always";FALSE;"S18";"none";"none"
"sms_300";"[]";"[FGT25]";"cmo";"Option SMS 25E";"open";"no comments";"[]";"always";"always";"always";FALSE;"S25";"none";"none"
"opt_sms_mms_illimites";"[FGTSL]";"[FGTSL]";"cmo";"Option SMS/MMS illimites";"open";"no comments";"[]";"always";"always";"always";FALSE;"OV5";"none";"none"
"ow_3";"[CMR32]";"[]";"cmo";"no comercial name";"open";"no comments";"[]";"always";"always";"always";FALSE;"no_counter";"none";"none"
"ow_6";"[CMR33]";"[]";"cmo";"no comercial name";"open";"no comments";"[]";"always";"always";"always";FALSE;"no_counter";"none";"none"
"ow_10";"[CMR34]";"[CMR34]";"cmo";"Option OW 10E";"open";"no comments";"[]";"always";"always";"always";FALSE;"no_counter";"none";"none"
"ow_20";"[CMR35]";"[]";"cmo";"no comercial name";"open";"no comments";"[]";"always";"always";"always";FALSE;"no_counter";"none";"none"
"ow_30";"[CMR36]";"[CMR36]";"cmo";"Option OW 30E";"open";"no comments";"[]";"always";"always";"always";FALSE;"no_counter";"none";"none"
"ow_tv1";"[OTV02]";"[]";"cmo";"no comercial name";"open";"no comments";"[]";"always";"always";"always";FALSE;"no_counter";"none";"none"
"ow_tv2";"[OTV03]";"[OTV03]";"cmo";"Option Totale TV";"open";"no comments";"[]";"always";"always";"always";FALSE;"O52";"none";"none"
